DOC,DEM,farmland,forest,grassland,shrub,wetland,tundra,impermeablelayer,bareland,icesnow,bio12,bio1,t_clay,t_sand,t_silt,solar,DA,DADOM
2.59,266,0.284641328,0.432067827,0.265481805,0,0.000173324,0,0.016682434,0.000953282,0,824,7.36250019,21,47,32,157.4166667,0.996852177494596,0.998962266953457
2.35,266,0.284641328,0.432067827,0.265481805,0,0.000173324,0,0.016682434,0.000953282,0,824,7.36250019,21,47,32,157.4166667,0.99740174972985,0.999039807631229
3,266,0.284641328,0.432067827,0.265481805,0,0.000173324,0,0.016682434,0.000953282,0,824,7.36250019,21,47,32,157.4166667,0.99721286015238,0.999053306129431
0.9355,526,0.107706572,0.392415617,0.430948479,0.006382612,0.005088839,0,0.008812029,0.044304525,0.004341326,826,11.66666698,24,42,34,137.75,0.996906976210937,0.998802160733706
0.496,1261,0.013124306,0.340575739,0.579452529,0.036026941,0.000944662,0,0.022260842,0.007614982,0,830,8.58749962,23,41,36,174.8333333,0.997665917882422,0.999020578365518
0.3695,722,0.061556848,0.329354337,0.480409803,0.002181488,0.003283032,0,0.009431517,0.077468034,0.036314941,833,10.3125,19,37,44,146.0833333,0.997843031413194,0.999131968546566
1.9,135,0.016650654,0.216255763,0.379007307,0.00501547,0.005623672,0,0.363608317,0.013838817,0,834,20.24583244,56,20,24,187.6666667,0.996624488356537,0.998833152586067
2.18,135,0.016650654,0.216255763,0.379007307,0.00501547,0.005623672,0,0.363608317,0.013838817,0,834,20.24583244,56,20,24,187.6666667,0.996902059035371,0.998906234194193
2.15,135,0.016650654,0.216255763,0.379007307,0.00501547,0.005623672,0,0.363608317,0.013838817,0,834,20.24583244,56,20,24,187.6666667,0.996961233765469,0.998930974749622
0.5325,450,0.021902005,0.427265087,0.523011831,0.004855938,0.001170884,0,0.019861936,0.001932319,0,839,11.72083378,23,41,36,144.1666667,0.998173840755288,0.999115410909158
1.94,267,0.003157349,0.208253509,0.771963723,0.005426694,0.000205557,0,0.008847156,0.002146011,0,842,17.6875,24,47,29,189,0.995189163926262,0.998139342560216
2.23,267,0.003157349,0.208253509,0.771963723,0.005426694,0.000205557,0,0.008847156,0.002146011,0,842,17.6875,24,47,29,189,0.995359765932733,0.998196066244668
1.34,267,0.003157349,0.208253509,0.771963723,0.005426694,0.000205557,0,0.008847156,0.002146011,0,842,17.6875,24,47,29,189,0.996108179232224,0.998474777310111
0.894,341,0.0344251,0.449980624,0.49514159,0.000889871,6.45874E-05,0,0.004011597,0.01548663,0,848,11.74166679,19,37,44,137.5833333,0.997022467770974,0.998818900785545
0.8815,565,0.001939822,0.530462396,0.465162227,0.001300399,0,0,0.001120786,1.43691E-05,0,850,11.72916698,23,41,36,143.6666667,0.997850303021808,0.999048867601618
1.3575,1235,0.042078315,0.293372755,0.635970289,0.009288238,7.21137E-05,0,0.011271364,0.007946924,0,863,8.32499981,23,41,36,171.4166667,0.997763002300144,0.998953528991854
1.105,1353,0.032441769,0.190365033,0.697855765,0.014706839,0.001141858,0,0.045797168,0.017684341,7.22695E-06,874,7.7208333,19,37,44,178.5,0.99766563677896,0.998899209352281
0.3345,1052,0.026202257,0.484893009,0.38816505,0.000504167,0.001267619,0,0.002059881,0.043538385,0.053369633,879,8.92083359,23,41,36,162.6666667,0.997178334021559,0.998972663411667
0.3295,1020,0.058755544,0.378963868,0.39801933,0.003199988,0.007880784,0,0.013009434,0.083098571,0.05707248,880,8.6875,23,41,36,162.6666667,0.996949838809537,0.998754438358138
0.33,1146,0.017035395,0.644279072,0.318181164,0.000410231,0.000208714,0,0.000798872,0.018669123,0.000417428,881,9.4416666,19,37,44,154.3333333,0.996817604390998,0.998813936291948
0.67,371,0.034984575,0.08883173,0.809330241,0.000122484,0.000214348,0,0.012263739,0.054252884,0,893,12.40416622,23,39,38,177.5,0.99584657199193,0.998411497826497
0.81,371,0.034984575,0.08883173,0.809330241,0.000122484,0.000214348,0,0.012263739,0.054252884,0,893,12.40416622,23,39,38,177.5,0.995624498935532,0.998141822389431
0.471,370,0.001358686,0.664835915,0.329592754,0.000963301,0,0,0.003249344,0,0,895,12.73333359,23,41,36,140.5,0.997632661049584,0.998956472365124
0.697,318,0.000359164,0.776614085,0.221748125,0.000653679,0,0,0.000624946,0,0,896,12.54583359,23,41,36,142.9166667,0.997997276827542,0.999082891822859
1.77,258,0.092460903,0.635094097,0.262365103,0,0.002347685,0,0.00672498,0.000992086,1.51464E-05,898,9.0041666,21,47,32,151.8333333,0.99728762976954,0.998831974633836
2.7,258,0.092460903,0.635094097,0.262365103,0,0.002347685,0,0.00672498,0.000992086,1.51464E-05,898,9.0041666,21,47,32,151.8333333,0.997312803206069,0.99892028200467
2.07,258,0.092460903,0.635094097,0.262365103,0,0.002347685,0,0.00672498,0.000992086,1.51464E-05,898,9.0041666,21,47,32,151.8333333,0.997425642988561,0.998709661688699
1.96,2095,0.001251919,0.839124444,0.113255384,0.026258809,8.66108E-05,0,0.003031377,0.016991457,0,906,7.5958333,24,47,29,207.1666667,0.997251727168497,0.9985541645637
1.78,2095,0.001251919,0.839124444,0.113255384,0.026258809,8.66108E-05,0,0.003031377,0.016991457,0,906,7.5958333,24,47,29,207.1666667,0.997081801368038,0.998558260041664
1.87,2095,0.001251919,0.839124444,0.113255384,0.026258809,8.66108E-05,0,0.003031377,0.016991457,0,906,7.5958333,24,47,29,207.1666667,0.997500970785431,0.998806621668787
2.4,2036,0.001299294,0.845580824,0.106589391,0.026584352,8.66196E-05,0,0.003047436,0.016812083,0,910,8.27499962,24,47,29,207.1666667,0.997798582728729,0.998907635816834
1.93,2036,0.001299294,0.845580824,0.106589391,0.026584352,8.66196E-05,0,0.003047436,0.016812083,0,910,8.27499962,24,47,29,207.1666667,0.997674329370877,0.998504912386923
1.75,2036,0.001299294,0.845580824,0.106589391,0.026584352,8.66196E-05,0,0.003047436,0.016812083,0,910,8.27499962,24,47,29,207.1666667,0.997644147523776,0.998340949156754
1.05,1783,0.000117863,0.896783116,0.080367105,0.008336869,0,0,0.000565744,0.013829302,0,936,9.6208334,24,47,29,201.25,0.997035086896983,0.99865807753482
1.06,1783,0.000117863,0.896783116,0.080367105,0.008336869,0,0,0.000565744,0.013829302,0,936,9.6208334,24,47,29,201.25,0.996594083708505,0.998312401292842
0.93,1783,0.000117863,0.896783116,0.080367105,0.008336869,0,0,0.000565744,0.013829302,0,936,9.6208334,24,47,29,201.25,0.99717353603946,0.998777156668957
0.631,1318,0.039639834,0.230750945,0.646807131,0.027221322,0.002290654,0,0.019319287,0.033603458,0.000367369,953,7.7166667,20,49,31,166.25,0.997306699849135,0.998899232877954
3.937,15,0.077116992,0.568978621,0.311395225,0,0.000775083,0,0.038438095,0.003295984,0,956,8.80000019,21,47,32,161.6666667,0.998016952480611,0.999119508441771
2.9,219,0.813923936,0.04988195,0.106944674,0,0.00026317,0,0.008278569,0.020707701,0,958,10.64166641,24,35,41,161.1666667,0.997138326401585,0.999099140640425
3.75,219,0.813923936,0.04988195,0.106944674,0,0.00026317,0,0.008278569,0.020707701,0,958,10.64166641,24,35,41,161.1666667,0.997288727436754,0.999139041746108
2.49,219,0.813923936,0.04988195,0.106944674,0,0.00026317,0,0.008278569,0.020707701,0,958,10.64166641,24,35,41,161.1666667,0.997301443015866,0.99912165894297
0.608,372,0.001546206,0.536699029,0.460668824,0.00021575,0,0,0.000870191,0,0,960,12.6916666,23,41,36,141.1666667,0.997675371642387,0.998970290677701
1.52,213,0.112825501,0.601758456,0.283231069,0,2.24484E-05,0,0.001189764,0.000972763,0,968,10.09166622,20,41,39,150.75,0.997111016988054,0.998839887927386
1.18,213,0.112825501,0.601758456,0.283231069,0,2.24484E-05,0,0.001189764,0.000972763,0,968,10.09166622,20,41,39,150.75,0.99711549438914,0.998857209309142
1.34,213,0.112825501,0.601758456,0.283231069,0,2.24484E-05,0,0.001189764,0.000972763,0,968,10.09166622,20,41,39,150.75,0.996766824686873,0.998544376542687
2.955,104,0.216552915,0.450728232,0.327554297,0,0.00030724,0,0.00262617,0.002231147,0,971,7.98333359,21,47,32,162.4166667,0.998021809032139,0.99920352891339
1.16,603,0.023162783,0.39813631,0.472958451,0,0.00141973,0,0.102369616,0.00195311,0,992,11.53333378,24,49,27,167.25,0.996945876843802,0.999152207561306
2.37,603,0.023162783,0.39813631,0.472958451,0,0.00141973,0,0.102369616,0.00195311,0,992,11.53333378,24,49,27,167.25,0.997588249249425,0.999242090162643
1.59,603,0.023162783,0.39813631,0.472958451,0,0.00141973,0,0.102369616,0.00195311,0,992,11.53333378,24,49,27,167.25,0.997326758041758,0.999277289909671
2.658,67,0.014124628,0.726696953,0.202472735,0,0.000207171,0,0.055899196,0.000599316,0,997,8.44999981,20,41,39,159.5,0.997949287640706,0.999145864880607
1.616,101,0.155189514,0.400158694,0.430413413,0,0.000786123,0,0.010535519,0.002916737,0,1017,7.9041667,21,47,32,156.75,0.998415146290476,0.99936228203942
1.48,100,0.184153313,0.306641583,0.484799684,0,0.000578293,0,0.021733561,0.002093566,0,1019,8.07083321,21,47,32,159.3333333,0.996792091871211,0.999061143437019
1.84,23,0.070996559,0.83255674,0.065349544,0.008902535,0.001180319,0,0.017735639,0.003278663,0,1026,14.05000019,23,39,38,212,0.997600056725081,0.998889209793527
1.79,23,0.070996559,0.83255674,0.065349544,0.008902535,0.001180319,0,0.017735639,0.003278663,0,1026,14.05000019,23,39,38,212,0.997191449813372,0.998368281910422
1.77,23,0.070996559,0.83255674,0.065349544,0.008902535,0.001180319,0,0.017735639,0.003278663,0,1026,14.05000019,23,39,38,212,0.997270574815174,0.998459059094809
0.45,153,0.013026193,0.573316183,0.329833177,0,0.010835672,0,0.071515435,0.00147334,0,1055,11.8791666,22,42,36,162.6666667,0.996797308124494,0.996827734595578
2.3,153,0.013026193,0.573316183,0.329833177,0,0.010835672,0,0.071515435,0.00147334,0,1055,11.8791666,22,42,36,162.6666667,0.996745292372094,0.997778610272458
1.62,153,0.013026193,0.573316183,0.329833177,0,0.010835672,0,0.071515435,0.00147334,0,1055,11.8791666,22,42,36,162.6666667,0.996671836757509,0.995739320240537
1.29,6,5.81043E-05,0.709694288,0.255783454,8.30062E-06,0.013687714,0,0.000996074,0.018228151,0.001543914,1073,1.26250005,4,85,11,126.75,0.996287014083348,0.998511416382118
1.23,7,5.53999E-05,0.725034427,0.241860171,7.91427E-06,0.013770834,0,0.000910141,0.016889058,0.001472055,1076,1.26250005,4,85,11,126.75,0.997997457859341,0.998485573052295
0.45,752,0.097168762,0.662612266,0.019869985,0.210529467,0.0017877,0,0.002395005,0.005636815,0,1080,19.78333282,47,22,31,209.3333333,0.998511310843474,0.999431071726951
0.45,752,0.097168762,0.662612266,0.019869985,0.210529467,0.0017877,0,0.002395005,0.005636815,0,1080,19.78333282,47,22,31,209.3333333,0.998559353965867,0.999471655449356
0.25,752,0.097168762,0.662612266,0.019869985,0.210529467,0.0017877,0,0.002395005,0.005636815,0,1080,19.78333282,47,22,31,209.3333333,0.997826561602257,0.999295682418484
4.05,30,4.15795E-05,0.753239733,0.221757148,6.92991E-06,0.01090075,0,0.000692991,0.013104461,0.000256407,1088,1.17916656,4,85,11,126.75,0.998652997220444,0.999220438440284
5.01,27,4.15947E-05,0.751977483,0.222372425,6.93246E-06,0.011098864,0,0.000700178,0.013462832,0.00033969,1088,1.17916656,4,85,11,126.75,0.998272984929479,0.998980765370531
6.36,16,0.005455521,0.717040784,0.250998096,0,0.002735113,0,0.023233757,0.000536729,0,1093,9.07916641,13,49,38,161.6666667,0.997657620582007,0.998995130838619
6.6,16,0.005455521,0.717040784,0.250998096,0,0.002735113,0,0.023233757,0.000536729,0,1093,9.07916641,13,49,38,161.6666667,0.997674511986416,0.999015106661468
7.06,16,0.005455521,0.717040784,0.250998096,0,0.002735113,0,0.023233757,0.000536729,0,1093,9.07916641,13,49,38,161.6666667,0.997727259466974,0.998996586473006
0.579,246,0.028398978,0.396336912,0.546671356,0.00448556,4.30614E-05,0,0.023827295,0.000236838,0,1097,12.89166641,24,42,34,136.8333333,0.997541526075859,0.999060753756561
11.75,73,0.000117074,0.670924689,0.231819394,1.95123E-05,0.083707862,0,0.001157731,0.012071623,0.000182115,1100,1.13333333,4,85,11,126.25,0.998714434149914,0.999175085622908
5.74,470,0,0.923171233,0.062186217,1.55194E-05,0.013843301,0,3.10388E-05,4.65582E-05,0.000706132,1101,-1.49583328,4,85,11,117.5833333,0.998377577161194,0.998977215804954
4.77,451,0,0.948837817,0.031940069,0,0.017639629,0,0,0.000667838,0.000914647,1103,-1.45000005,4,85,11,119.6666667,0.998283678501642,0.998956214375827
7.58,417,0,0.906269386,0.078339569,0,0.012485226,0,4.57095E-05,0.002683801,0.000176308,1103,-1.00833333,9,73,18,119.5833333,0.998403633577118,0.999064960300172
0.45,954,0.171717085,0.549294933,0.081150983,0.173629131,0.001638896,0,0.004694756,0.017874215,0,1105,18.64583397,23,43,34,198.0833333,0.998505669992063,0.999444665383828
0.25,954,0.171717085,0.549294933,0.081150983,0.173629131,0.001638896,0,0.004694756,0.017874215,0,1105,18.64583397,23,43,34,198.0833333,0.997886753778467,0.999329126531442
0.15,954,0.171717085,0.549294933,0.081150983,0.173629131,0.001638896,0,0.004694756,0.017874215,0,1105,18.64583397,23,43,34,198.0833333,0.99677811656819,0.999077262064722
8.24,513,0,0.93918448,0.040598199,0,0.018780845,0,0,0.000490677,0.000945798,1107,-1.5916667,4,85,11,119.6666667,0.998279061905059,0.998953912901329
3.97,467,0,0.946319732,0.033705049,0,0.01844252,0,0,0.000630269,0.00090243,1108,-1.51249993,4,85,11,119.6666667,0.998368932170806,0.999046635950465
2.89,35,0,0.782274317,0.195403649,9.03726E-06,0.009886763,0,0.002882886,0.009407788,0.000135559,1108,1.56666672,4,85,11,125.1666667,0.997892293680921,0.998889152825548
9.74,71,0.000186226,0.704446144,0.270526421,1.99528E-05,0.019553723,0,0.001296931,0.003957301,1.33019E-05,1110,1.08749998,4,85,11,126.25,0.998339019145994,0.999049877658437
5.4,1,0.158813126,0.690148491,0.100336205,0.000148841,0.046946137,0,0.000752959,0.002854241,0,1111,14.4958334,23,47,30,170.5,0.997390878128669,0.998865052641712
3.61,1,0.158813126,0.690148491,0.100336205,0.000148841,0.046946137,0,0.000752959,0.002854241,0,1111,14.4958334,23,47,30,170.5,0.997408254105785,0.998836625021437
3.88,1,0.158813126,0.690148491,0.100336205,0.000148841,0.046946137,0,0.000752959,0.002854241,0,1111,14.4958334,23,47,30,170.5,0.997352349532295,0.989143387226404
4.98,570,0,0.926305254,0.054856312,1.37107E-05,0.017988373,0,0,0,0.00083635,1113,-1.83749998,4,85,11,117,0.99839979682351,0.999071740681367
3.86,101,2.04491E-05,0.720386351,0.236179843,2.04491E-05,0.039541668,0,0.000770248,0.002978747,0.000102245,1113,0.92916673,4,85,11,126.25,0.998787010799799,0.999286922310077
5.54,375,0,0.945207103,0.043132452,6.5841E-06,0.010672829,0,9.87615E-05,0.000151434,0.000730835,1114,-0.88333333,9,73,18,121.0833333,0.998304105404589,0.998968697964116
0.4,715,0.093329225,0.69874939,0.017231196,0.179356805,0.001309674,0,0.001472313,0.008551398,0,1116,20.10833359,47,22,31,212.4166667,0.998454688674574,0.99941431755256
0.3,715,0.093329225,0.69874939,0.017231196,0.179356805,0.001309674,0,0.001472313,0.008551398,0,1116,20.10833359,47,22,31,212.4166667,0.998278672949944,0.999396656963481
0.2,715,0.093329225,0.69874939,0.017231196,0.179356805,0.001309674,0,0.001472313,0.008551398,0,1116,20.10833359,47,22,31,212.4166667,0.997092225030155,0.999127191721496
8.22,131,0,0.913012073,0.077733206,5.80435E-05,0.009028996,0,0,9.67392E-05,7.09421E-05,1118,0.90833324,4,85,11,122.5,0.998630176729575,0.99914564523387
6.87,370,0,0.953899695,0.033434926,0,0.011437897,0,6.97433E-06,0.000990355,0.000230153,1121,-0.85833335,9,73,18,123.4166667,0.998697869912191,0.999220856963911
11.98,146,0,0.949904017,0.037192672,4.61775E-05,0.012487713,0,0,0.000296855,7.25646E-05,1121,0.72916675,4,85,11,122.5,0.99895526607325,0.999337118955234
56.14,104,0,0.7710951,0.212675122,0,0.015513855,0,4.59767E-05,0.000663378,6.5681E-06,1121,0.93333328,4,85,11,128.4166667,0.998869331755761,0.999297887114828
7.91,152,0,0.942931645,0.045045583,5.30807E-05,0.011657842,0,1.32702E-05,0.000225593,7.29859E-05,1122,0.6541667,4,85,11,122.5,0.998579444917673,0.999144786159954
1.41,229,0.001763407,0.945909825,0.038033895,0,0.001178698,0,0.004176489,0.008937687,0,1123,7.54583311,5,85,10,154.9166667,0.996639464111314,0.998513378341071
2.02,229,0.001763407,0.945909825,0.038033895,0,0.001178698,0,0.004176489,0.008937687,0,1123,7.54583311,5,85,10,154.9166667,0.997348956130107,0.998811071398789
2.07,229,0.001763407,0.945909825,0.038033895,0,0.001178698,0,0.004176489,0.008937687,0,1123,7.54583311,5,85,10,154.9166667,0.997300201716861,0.99880682706692
6.56,399,0,0.970175404,0.01407594,0,0.014624697,0,0,0.000370245,0.000753714,1125,-1.02083337,9,73,18,115,0.998318549183913,0.998964269730434
12,136,5.86201E-05,0.924223772,0.062234988,1.954E-05,0.01208225,0,3.25667E-05,0.001283128,6.51334E-05,1125,0.82083344,4,85,11,122.25,0.998731051714082,0.99922082816421
0.45,892,0.058886922,0.744258846,0.022665264,0.158682507,0.001385575,0,0.003549466,0.010571421,0,1125,19.66666603,47,22,31,206.5833333,0.998216527766608,0.999361334254734
0.5,892,0.058886922,0.744258846,0.022665264,0.158682507,0.001385575,0,0.003549466,0.010571421,0,1125,19.66666603,47,22,31,206.5833333,0.9983858625533,0.999404519302161
0.25,892,0.058886922,0.744258846,0.022665264,0.158682507,0.001385575,0,0.003549466,0.010571421,0,1125,19.66666603,47,22,31,206.5833333,0.997504312530961,0.999278461286447
26.15,95,0,0.776907408,0.207118109,0,0.014749707,0,4.58472E-05,0.001165829,1.30992E-05,1126,0.96249992,4,85,11,128.4166667,0.998723174464926,0.999229209894594
0.6015,1691,0.04681767,0.272152082,0.51075463,0.006023748,0.003914714,0,0.031527172,0.121825615,0.00698437,1127,6.1833334,23,41,36,161.9166667,0.997748005724818,0.99895955407423
5.94,388,0,0.964484162,0.023495295,0,0.010797446,0,4.60305E-05,0.000434002,0.000743064,1130,-1.05416667,9,73,18,115,0.99870852994479,0.999174904752047
6.07,423,0,0.946168554,0.04150343,6.68548E-06,0.011405421,0,9.35967E-05,0.000140395,0.000681918,1131,-1.16666663,9,73,18,124.3333333,0.998624672316134,0.999162607438135
8.59,201,0.000218091,0.646345688,0.335969672,0,0.015670503,0,0.000833879,0.000949339,1.28289E-05,1132,0.74166667,4,85,11,126.5833333,0.998495633604024,0.999114816912973
23.09,166,0,0.914168354,0.07179567,0.000421793,0.013140477,0,0,1.29782E-05,0.000460728,1132,0.99999994,4,85,11,125.25,0.99883591121336,0.99927964285669
4.175223666,1,0.482796455,0.255190425,0.213334776,4.63603E-05,0.031045966,0,0.01364539,0.003940628,0,1132,13.01249981,23,34,43,166.25,0.999074167875196,0.99967343366371
5.218161044,1,0.482796455,0.255190425,0.213334776,4.63603E-05,0.031045966,0,0.01364539,0.003940628,0,1132,13.01249981,23,34,43,166.25,0.999098494478238,0.999700566132817
3.60234653,1,0.482796455,0.255190425,0.213334776,4.63603E-05,0.031045966,0,0.01364539,0.003940628,0,1132,13.01249981,23,34,43,166.25,0.998941764990923,0.999675465056602
4.645403492,1,0.482796455,0.255190425,0.213334776,4.63603E-05,0.031045966,0,0.01364539,0.003940628,0,1132,13.01249981,23,34,43,166.25,0.999135885172533,0.999740824184226
3.34693198,1,0.482796455,0.255190425,0.213334776,4.63603E-05,0.031045966,0,0.01364539,0.003940628,0,1132,13.01249981,23,34,43,166.25,0.998873286199556,0.999640972706394
10.53,119,9.87628E-05,0.846726671,0.114867757,1.97526E-05,0.022880056,0,0.000441141,0.014926356,3.95051E-05,1133,0.85416669,4,85,11,123.3333333,0.998693757776405,0.999254567442813
11.03,119,9.21271E-05,0.846206996,0.115125951,1.97415E-05,0.022933063,0,0.000440894,0.015141744,3.9483E-05,1133,0.85416669,4,85,11,123.3333333,0.998768687485449,0.999210640783231
0.4,785,0.084680358,0.743060498,0.018093727,0.135762981,0.002092355,0,0.002675471,0.01363461,0,1134,20.84583282,47,22,31,213.8333333,0.998315428534263,0.999375389856492
0.3,785,0.084680358,0.743060498,0.018093727,0.135762981,0.002092355,0,0.002675471,0.01363461,0,1134,20.84583282,47,22,31,213.8333333,0.998284638282359,0.999391814615826
0.25,785,0.084680358,0.743060498,0.018093727,0.135762981,0.002092355,0,0.002675471,0.01363461,0,1134,20.84583282,47,22,31,213.8333333,0.997028212165797,0.999141272507345
5.61,421,0,0.938530195,0.047977072,0,0.012916904,0,0,0,0.00057583,1137,-1.04999995,9,73,18,117.25,0.998465479704397,0.999091889324698
1.49121835,8,0.466440425,0.281398762,0.217083039,1.55314E-05,0.020113224,0,0.011819431,0.003129587,0,1137,13,10,81,9,167.0833333,0.99836612019862,0.999386955192401
1.448682422,8,0.466440425,0.281398762,0.217083039,1.55314E-05,0.020113224,0,0.011819431,0.003129587,0,1137,13,10,81,9,167.0833333,0.998439585085235,0.999467909428563
2.03729937,8,0.466440425,0.281398762,0.217083039,1.55314E-05,0.020113224,0,0.011819431,0.003129587,0,1137,13,10,81,9,167.0833333,0.998554063693434,0.989087621112645
0.542531692,8,0.466440425,0.281398762,0.217083039,1.55314E-05,0.020113224,0,0.011819431,0.003129587,0,1137,13,10,81,9,167.0833333,0.998483340143278,0.993835849600503
1.205894597,8,0.466440425,0.281398762,0.217083039,1.55314E-05,0.020113224,0,0.011819431,0.003129587,0,1137,13,10,81,9,167.0833333,0.998366969774626,0.988536924818642
0.35,777,0.078880385,0.77371168,0.016137741,0.11429257,0.001782608,0,0.002862456,0.012332559,0,1139,20.78750038,47,22,31,213.8333333,0.998144697839202,0.999385631772435
0.3,777,0.078880385,0.77371168,0.016137741,0.11429257,0.001782608,0,0.002862456,0.012332559,0,1139,20.78750038,47,22,31,213.8333333,0.9980652389731,0.999297764446203
0.2,777,0.078880385,0.77371168,0.016137741,0.11429257,0.001782608,0,0.002862456,0.012332559,0,1139,20.78750038,47,22,31,213.8333333,0.997393083020508,0.999237966942731
3.86,45,0.002042156,0.598008898,0.209087594,4.37605E-05,0.000335497,0,0.190095544,0.000386551,0,1142,9.47083282,13,49,38,157.75,0.995787308412413,0.998371721297725
2.56,45,0.002042156,0.598008898,0.209087594,4.37605E-05,0.000335497,0,0.190095544,0.000386551,0,1142,9.47083282,13,49,38,157.75,0.996117183590932,0.998399516429673
3.58,45,0.002042156,0.598008898,0.209087594,4.37605E-05,0.000335497,0,0.190095544,0.000386551,0,1142,9.47083282,13,49,38,157.75,0.997007050104744,0.998683670047862
1.62,111,0.00207556,0.284969744,0.290715686,0,0.002998878,0,0.419034102,0.00020603,0,1143,12.89166641,24,49,27,163.75,0.993711324531002,0.998043039341506
1.52,111,0.00207556,0.284969744,0.290715686,0,0.002998878,0,0.419034102,0.00020603,0,1143,12.89166641,24,49,27,163.75,0.99535487650444,0.998587227902544
1.43,111,0.00207556,0.284969744,0.290715686,0,0.002998878,0,0.419034102,0.00020603,0,1143,12.89166641,24,49,27,163.75,0.99624185044566,0.998807828237285
18.16,404,0,0.906407134,0.078586581,9.16614E-05,0.013965273,0,0,0.000157134,0.000792217,1145,-0.82916665,9,73,18,121.5,0.998802998144718,0.999241596135797
